Store Name,Planogram,Aisle,Bay,Element Name,Element Type,Brand,Facings,WKT Geometry,Z Order,Sales Last 12 Months
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,01,CrunchTime Popcorn 6pk,Product,CrunchTime,1,"POLYGON ((1.023 1.9, 1.283 1.9, 1.283 2.14, 1.023 2.14, 1.023 1.9))",2,3800
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,01,PopLab Rice Crackers 100g,Product,PopLab,1,"POLYGON ((1.295 1.9, 1.455 1.9, 1.455 2.12, 1.295 2.12, 1.295 1.9))",2,2900
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,Base Deck - Bay 02,Base Deck,,,"POLYGON ((1.6 0, 3.2 0, 3.2 0.1, 1.6 0.1, 1.6 0))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,FreshMart Essentials Potato Chips 175g,Product,FreshMart Essentials,1,"POLYGON ((1.635 0.1, 1.875 0.1, 1.875 0.43, 1.635 0.43, 1.635 0.1))",2,4800
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,FreshMart Essentials Potato Chips 175g,Product,FreshMart Essentials,1,"POLYGON ((1.887 0.1, 2.127 0.1, 2.127 0.43, 1.887 0.43, 1.887 0.1))",2,3600
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,PopLab Rice Crackers 100g,Product,PopLab,1,"POLYGON ((2.139 0.1, 2.299 0.1, 2.299 0.32, 2.139 0.32, 2.139 0.1))",2,2900
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,PopLab Corn Chips 230g,Product,PopLab,1,"POLYGON ((2.311 0.1, 2.541 0.1, 2.541 0.42, 2.311 0.42, 2.311 0.1))",2,4300
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,Salt Sisters Veggie Straws 110g,Product,Salt Sisters,3,"POLYGON ((2.553 0.1, 3.153 0.1, 3.153 0.38, 2.553 0.38, 2.553 0.1))",2,10800
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,Shelf 1 - Bay 02,Shelf,,,"POLYGON ((1.6 0.53, 3.2 0.53, 3.2 0.57, 1.6 0.57, 1.6 0.53))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,Salt Sisters Corn Chips 230g,Product,Salt Sisters,2,"POLYGON ((1.635 0.57, 2.095 0.57, 2.095 0.89, 1.635 0.89, 1.635 0.57))",2,8700
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,Salt Sisters Veggie Straws 110g,Product,Salt Sisters,3,"POLYGON ((2.107 0.57, 2.707 0.57, 2.707 0.85, 2.107 0.85, 2.107 0.57))",2,9200
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,Salt Sisters Pretzel Twists 300g,Product,Salt Sisters,1,"POLYGON ((2.719 0.57, 2.899 0.57, 2.899 0.84, 2.719 0.84, 2.719 0.57))",2,3800
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,CrunchTime Veggie Straws 110g,Product,CrunchTime,1,"POLYGON ((2.911 0.57, 3.111 0.57, 3.111 0.85, 2.911 0.85, 2.911 0.57))",2,2800
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,Shelf 2 - Bay 02,Shelf,,,"POLYGON ((1.6 1, 3.2 1, 3.2 1.04, 1.6 1.04, 1.6 1))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,PopLab Potato Chips 175g,Product,PopLab,2,"POLYGON ((1.635 1.04, 2.115 1.04, 2.115 1.37, 1.635 1.37, 1.635 1.04))",2,7900
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,Salt Sisters Corn Chips 230g,Product,Salt Sisters,2,"POLYGON ((2.127 1.04, 2.587 1.04, 2.587 1.36, 2.127 1.36, 2.127 1.04))",2,7400
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,FreshMart Essentials Popcorn 6pk,Product,FreshMart Essentials,1,"POLYGON ((2.599 1.04, 2.859 1.04, 2.859 1.28, 2.599 1.28, 2.599 1.04))",2,3900
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,Salt Sisters Pretzel Twists 300g,Product,Salt Sisters,1,"POLYGON ((2.871 1.04, 3.051 1.04, 3.051 1.31, 2.871 1.31, 2.871 1.04))",2,4400
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,Shelf 3 - Bay 02,Shelf,,,"POLYGON ((1.6 1.46, 3.2 1.46, 3.2 1.5, 1.6 1.5, 1.6 1.46))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,CrunchTime Corn Chips 230g,Product,CrunchTime,1,"POLYGON ((1.635 1.5, 1.865 1.5, 1.865 1.82, 1.635 1.82, 1.635 1.5))",2,4100
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,CrunchTime Pretzel Twists 300g,Product,CrunchTime,2,"POLYGON ((1.877 1.5, 2.237 1.5, 2.237 1.77, 1.877 1.77, 1.877 1.5))",2,9200
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,FreshMart Essentials Potato Chips 175g,Product,FreshMart Essentials,3,"POLYGON ((2.249 1.5, 2.969 1.5, 2.969 1.83, 2.249 1.83, 2.249 1.5))",2,8400
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,Salt Sisters Rice Crackers 100g,Product,Salt Sisters,1,"POLYGON ((2.981 1.5, 3.141 1.5, 3.141 1.72, 2.981 1.72, 2.981 1.5))",2,4400
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,Shelf 4 - Bay 02,Shelf,,,"POLYGON ((1.6 1.86, 3.2 1.86, 3.2 1.9, 1.6 1.9, 1.6 1.86))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,FreshMart Essentials Pretzel Twists 300g,Product,FreshMart Essentials,1,"POLYGON ((1.635 1.9, 1.815 1.9, 1.815 2.17, 1.635 2.17, 1.635 1.9))",2,4000
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,Salt Sisters Popcorn 6pk,Product,Salt Sisters,1,"POLYGON ((1.827 1.9, 2.087 1.9, 2.087 2.14, 1.827 2.14, 1.827 1.9))",2,4300
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,PopLab Popcorn 6pk,Product,PopLab,3,"POLYGON ((2.099 1.9, 2.879 1.9, 2.879 2.14, 2.099 2.14, 2.099 1.9))",2,14000
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,02,Salt Sisters Pretzel Twists 300g,Product,Salt Sisters,1,"POLYGON ((2.891 1.9, 3.071 1.9, 3.071 2.17, 2.891 2.17, 2.891 1.9))",2,3800
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,Base Deck - Bay 03,Base Deck,,,"POLYGON ((3.2 0, 4.8 0, 4.8 0.1, 3.2 0.1, 3.2 0))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,Salt Sisters Rice Crackers 100g,Product,Salt Sisters,3,"POLYGON ((3.235 0.1, 3.715 0.1, 3.715 0.32, 3.235 0.32, 3.235 0.1))",2,11800
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,Salt Sisters Popcorn 6pk,Product,Salt Sisters,1,"POLYGON ((3.727 0.1, 3.987 0.1, 3.987 0.34, 3.727 0.34, 3.727 0.1))",2,3900
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,Salt Sisters Corn Chips 230g,Product,Salt Sisters,2,"POLYGON ((3.999 0.1, 4.459 0.1, 4.459 0.42, 3.999 0.42, 3.999 0.1))",2,8800
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,PopLab Potato Chips 175g,Product,PopLab,1,"POLYGON ((4.471 0.1, 4.711 0.1, 4.711 0.43, 4.471 0.43, 4.471 0.1))",2,2700
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,Shelf 1 - Bay 03,Shelf,,,"POLYGON ((3.2 0.53, 4.8 0.53, 4.8 0.57, 3.2 0.57, 3.2 0.53))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,FreshMart Essentials Rice Crackers 100g,Product,FreshMart Essentials,2,"POLYGON ((3.235 0.57, 3.555 0.57, 3.555 0.79, 3.235 0.79, 3.235 0.57))",2,6400
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,CrunchTime Rice Crackers 100g,Product,CrunchTime,1,"POLYGON ((3.567 0.57, 3.727 0.57, 3.727 0.79, 3.567 0.79, 3.567 0.57))",2,4100
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,FreshMart Essentials Corn Chips 230g,Product,FreshMart Essentials,2,"POLYGON ((3.739 0.57, 4.199 0.57, 4.199 0.89, 3.739 0.89, 3.739 0.57))",2,4900
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,CrunchTime Corn Chips 230g,Product,CrunchTime,1,"POLYGON ((4.211 0.57, 4.441 0.57, 4.441 0.89, 4.211 0.89, 4.211 0.57))",2,2900
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,CrunchTime Rice Crackers 100g,Product,CrunchTime,1,"POLYGON ((4.453 0.57, 4.613 0.57, 4.613 0.79, 4.453 0.79, 4.453 0.57))",2,4700
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,Shelf 2 - Bay 03,Shelf,,,"POLYGON ((3.2 1, 4.8 1, 4.8 1.04, 3.2 1.04, 3.2 1))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,PopLab Potato Chips 175g,Product,PopLab,3,"POLYGON ((3.235 1.04, 3.955 1.04, 3.955 1.37, 3.235 1.37, 3.235 1.04))",2,11400
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,PopLab Veggie Straws 110g,Product,PopLab,1,"POLYGON ((3.967 1.04, 4.167 1.04, 4.167 1.32, 3.967 1.32, 3.967 1.04))",2,4400
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,CrunchTime Rice Crackers 100g,Product,CrunchTime,1,"POLYGON ((4.179 1.04, 4.339 1.04, 4.339 1.26, 4.179 1.26, 4.179 1.04))",2,3700
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,CrunchTime Potato Chips 175g,Product,CrunchTime,1,"POLYGON ((4.351 1.04, 4.591 1.04, 4.591 1.37, 4.351 1.37, 4.351 1.04))",2,2500
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,PopLab Rice Crackers 100g,Product,PopLab,1,"POLYGON ((4.603 1.04, 4.763 1.04, 4.763 1.26, 4.603 1.26, 4.603 1.04))",2,3900
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,Shelf 3 - Bay 03,Shelf,,,"POLYGON ((3.2 1.46, 4.8 1.46, 4.8 1.5, 3.2 1.5, 3.2 1.46))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,PopLab Potato Chips 175g,Product,PopLab,1,"POLYGON ((3.235 1.5, 3.475 1.5, 3.475 1.83, 3.235 1.83, 3.235 1.5))",2,3500
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,FreshMart Essentials Potato Chips 175g,Product,FreshMart Essentials,3,"POLYGON ((3.487 1.5, 4.207 1.5, 4.207 1.83, 3.487 1.83, 3.487 1.5))",2,13500
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,CrunchTime Corn Chips 230g,Product,CrunchTime,1,"POLYGON ((4.219 1.5, 4.449 1.5, 4.449 1.82, 4.219 1.82, 4.219 1.5))",2,3200
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,FreshMart Essentials Pretzel Twists 300g,Product,FreshMart Essentials,1,"POLYGON ((4.461 1.5, 4.641 1.5, 4.641 1.77, 4.461 1.77, 4.461 1.5))",2,2500
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,Shelf 4 - Bay 03,Shelf,,,"POLYGON ((3.2 1.86, 4.8 1.86, 4.8 1.9, 3.2 1.9, 3.2 1.86))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,PopLab Pretzel Twists 300g,Product,PopLab,2,"POLYGON ((3.235 1.9, 3.595 1.9, 3.595 2.17, 3.235 2.17, 3.235 1.9))",2,7300
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,FreshMart Essentials Popcorn 6pk,Product,FreshMart Essentials,3,"POLYGON ((3.607 1.9, 4.387 1.9, 4.387 2.14, 3.607 2.14, 3.607 1.9))",2,8100
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,PopLab Rice Crackers 100g,Product,PopLab,1,"POLYGON ((4.399 1.9, 4.559 1.9, 4.559 2.12, 4.399 2.12, 4.399 1.9))",2,4400
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,03,PopLab Pretzel Twists 300g,Product,PopLab,1,"POLYGON ((4.571 1.9, 4.751 1.9, 4.751 2.17, 4.571 2.17, 4.571 1.9))",2,4600
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,Base Deck - Bay 04,Base Deck,,,"POLYGON ((4.8 0, 6.4 0, 6.4 0.1, 4.8 0.1, 4.8 0))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,FreshMart Essentials Corn Chips 230g,Product,FreshMart Essentials,3,"POLYGON ((4.835 0.1, 5.525 0.1, 5.525 0.42, 4.835 0.42, 4.835 0.1))",2,13000
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,FreshMart Essentials Veggie Straws 110g,Product,FreshMart Essentials,3,"POLYGON ((5.537 0.1, 6.137 0.1, 6.137 0.38, 5.537 0.38, 5.537 0.1))",2,8000
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,Salt Sisters Rice Crackers 100g,Product,Salt Sisters,1,"POLYGON ((6.149 0.1, 6.309 0.1, 6.309 0.32, 6.149 0.32, 6.149 0.1))",2,3300
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,Shelf 1 - Bay 04,Shelf,,,"POLYGON ((4.8 0.53, 6.4 0.53, 6.4 0.57, 4.8 0.57, 4.8 0.53))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,CrunchTime Popcorn 6pk,Product,CrunchTime,3,"POLYGON ((4.835 0.57, 5.615 0.57, 5.615 0.81, 4.835 0.81, 4.835 0.57))",2,10300
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,PopLab Potato Chips 175g,Product,PopLab,1,"POLYGON ((5.627 0.57, 5.867 0.57, 5.867 0.9, 5.627 0.9, 5.627 0.57))",2,2600
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,Salt Sisters Potato Chips 175g,Product,Salt Sisters,1,"POLYGON ((5.879 0.57, 6.119 0.57, 6.119 0.9, 5.879 0.9, 5.879 0.57))",2,3600
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,CrunchTime Pretzel Twists 300g,Product,CrunchTime,1,"POLYGON ((6.131 0.57, 6.311 0.57, 6.311 0.84, 6.131 0.84, 6.131 0.57))",2,4100
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,Shelf 2 - Bay 04,Shelf,,,"POLYGON ((4.8 1, 6.4 1, 6.4 1.04, 4.8 1.04, 4.8 1))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,Salt Sisters Popcorn 6pk,Product,Salt Sisters,1,"POLYGON ((4.835 1.04, 5.095 1.04, 5.095 1.28, 4.835 1.28, 4.835 1.04))",2,4100
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,PopLab Corn Chips 230g,Product,PopLab,3,"POLYGON ((5.107 1.04, 5.797 1.04, 5.797 1.36, 5.107 1.36, 5.107 1.04))",2,8600
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,Salt Sisters Corn Chips 230g,Product,Salt Sisters,1,"POLYGON ((5.809 1.04, 6.039 1.04, 6.039 1.36, 5.809 1.36, 5.809 1.04))",2,2900
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,Salt Sisters Corn Chips 230g,Product,Salt Sisters,1,"POLYGON ((6.051 1.04, 6.281 1.04, 6.281 1.36, 6.051 1.36, 6.051 1.04))",2,3700
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,Shelf 3 - Bay 04,Shelf,,,"POLYGON ((4.8 1.46, 6.4 1.46, 6.4 1.5, 4.8 1.5, 4.8 1.46))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,Salt Sisters Potato Chips 175g,Product,Salt Sisters,3,"POLYGON ((4.835 1.5, 5.555 1.5, 5.555 1.83, 4.835 1.83, 4.835 1.5))",2,10200
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,PopLab Rice Crackers 100g,Product,PopLab,1,"POLYGON ((5.567 1.5, 5.727 1.5, 5.727 1.72, 5.567 1.72, 5.567 1.5))",2,2900
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,Salt Sisters Corn Chips 230g,Product,Salt Sisters,1,"POLYGON ((5.739 1.5, 5.969 1.5, 5.969 1.82, 5.739 1.82, 5.739 1.5))",2,2700
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,FreshMart Essentials Popcorn 6pk,Product,FreshMart Essentials,1,"POLYGON ((5.981 1.5, 6.241 1.5, 6.241 1.74, 5.981 1.74, 5.981 1.5))",2,3800
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,Shelf 4 - Bay 04,Shelf,,,"POLYGON ((4.8 1.86, 6.4 1.86, 6.4 1.9, 4.8 1.9, 4.8 1.86))",1,
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,CrunchTime Popcorn 6pk,Product,CrunchTime,1,"POLYGON ((4.835 1.9, 5.095 1.9, 5.095 2.14, 4.835 2.14, 4.835 1.9))",2,2500
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,PopLab Rice Crackers 100g,Product,PopLab,2,"POLYGON ((5.107 1.9, 5.427 1.9, 5.427 2.12, 5.107 2.12, 5.107 1.9))",2,7900
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,FreshMart Essentials Pretzel Twists 300g,Product,FreshMart Essentials,2,"POLYGON ((5.439 1.9, 5.799 1.9, 5.799 2.17, 5.439 2.17, 5.439 1.9))",2,8700
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,FreshMart Essentials Pretzel Twists 300g,Product,FreshMart Essentials,1,"POLYGON ((5.811 1.9, 5.991 1.9, 5.991 2.17, 5.811 2.17, 5.811 1.9))",2,4100
FreshMart Banksia Grove,Aisle 2 - Chips & Snacks,Aisle 2,04,Salt Sisters Pretzel Twists 300g,Product,Salt Sisters,2,"POLYGON ((6.003 1.9, 6.363 1.9, 6.363 2.17, 6.003 2.17, 6.003 1.9))",2,6600
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Bay Frame 05,Rack,,,"POLYGON ((0 0, 1.6 0, 1.6 2.2, 0 2.2, 0 0))",0,
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,06,Bay Frame 06,Rack,,,"POLYGON ((1.6 0, 3.2 0, 3.2 2.2, 1.6 2.2, 1.6 0))",0,
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,07,Bay Frame 07,Rack,,,"POLYGON ((3.2 0, 4.8 0, 4.8 2.2, 3.2 2.2, 3.2 0))",0,
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,,Upright 1,Rack,,,"POLYGON ((0 0, 0.025 0, 0.025 2.2, 0 2.2, 0 0))",0,
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,,Upright 2,Rack,,,"POLYGON ((1.575 0, 1.625 0, 1.625 2.2, 1.575 2.2, 1.575 0))",0,
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,,Upright 3,Rack,,,"POLYGON ((3.175 0, 3.225 0, 3.225 2.2, 3.175 2.2, 3.175 0))",0,
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,,Upright 4,Rack,,,"POLYGON ((4.775 0, 4.8 0, 4.8 2.2, 4.775 2.2, 4.775 0))",0,
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Base Deck - Bay 05,Base Deck,,,"POLYGON ((0 0, 1.6 0, 1.6 0.1, 0 0.1, 0 0))",1,
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,ChocOro Dark Choc 70% 100g,Product,ChocOro,3,"POLYGON ((0.035 0.1, 0.485 0.1, 0.485 0.26, 0.035 0.26, 0.035 0.1))",2,9000
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,ChocOro Dark Choc 70% 100g,Product,ChocOro,1,"POLYGON ((0.497 0.1, 0.647 0.1, 0.647 0.26, 0.497 0.26, 0.497 0.1))",2,2400
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,ChocOro Caramel Bars 6pk,Product,ChocOro,2,"POLYGON ((0.659 0.1, 0.999 0.1, 0.999 0.22, 0.659 0.22, 0.659 0.1))",2,4800
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,FreshMart Essentials Milk Choc Block 180g,Product,FreshMart Essentials,1,"POLYGON ((1.011 0.1, 1.171 0.1, 1.171 0.3, 1.011 0.3, 1.011 0.1))",2,2700
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,FreshMart Essentials Mint Patties 200g,Product,FreshMart Essentials,1,"POLYGON ((1.183 0.1, 1.313 0.1, 1.313 0.27, 1.183 0.27, 1.183 0.1))",2,3600
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,FreshMart Essentials Dark Choc 70% 100g,Product,FreshMart Essentials,1,"POLYGON ((1.325 0.1, 1.475 0.1, 1.475 0.26, 1.325 0.26, 1.325 0.1))",2,3900
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Shelf 1 - Bay 05,Shelf,,,"POLYGON ((0 0.53, 1.6 0.53, 1.6 0.57, 0 0.57, 0 0.53))",1,
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Jelly Junction Party Mix 1kg,Product,Jelly Junction,1,"POLYGON ((0.035 0.57, 0.255 0.57, 0.255 0.85, 0.035 0.85, 0.035 0.57))",2,2700
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Mint Royale Party Mix 1kg,Product,Mint Royale,3,"POLYGON ((0.267 0.57, 0.927 0.57, 0.927 0.85, 0.267 0.85, 0.267 0.57))",2,8800
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Mint Royale Mint Patties 200g,Product,Mint Royale,3,"POLYGON ((0.939 0.57, 1.329 0.57, 1.329 0.74, 0.939 0.74, 0.939 0.57))",2,10600
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Mint Royale Gummy Bears 220g,Product,Mint Royale,1,"POLYGON ((1.341 0.57, 1.481 0.57, 1.481 0.76, 1.341 0.76, 1.341 0.57))",2,2500
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Shelf 2 - Bay 05,Shelf,,,"POLYGON ((0 1, 1.6 1, 1.6 1.04, 0 1.04, 0 1))",1,
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Mint Royale Mint Patties 200g,Product,Mint Royale,1,"POLYGON ((0.035 1.04, 0.165 1.04, 0.165 1.21, 0.035 1.21, 0.035 1.04))",2,3300
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Jelly Junction Milk Choc Block 180g,Product,Jelly Junction,2,"POLYGON ((0.177 1.04, 0.497 1.04, 0.497 1.24, 0.177 1.24, 0.177 1.04))",2,4800
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,ChocOro Milk Choc Block 180g,Product,ChocOro,2,"POLYGON ((0.509 1.04, 0.829 1.04, 0.829 1.24, 0.509 1.24, 0.509 1.04))",2,7600
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,FreshMart Essentials Dark Choc 70% 100g,Product,FreshMart Essentials,3,"POLYGON ((0.841 1.04, 1.291 1.04, 1.291 1.2, 0.841 1.2, 0.841 1.04))",2,9500
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,FreshMart Essentials Mint Patties 200g,Product,FreshMart Essentials,2,"POLYGON ((1.303 1.04, 1.563 1.04, 1.563 1.21, 1.303 1.21, 1.303 1.04))",2,8900
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Shelf 3 - Bay 05,Shelf,,,"POLYGON ((0 1.46, 1.6 1.46, 1.6 1.5, 0 1.5, 0 1.46))",1,
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Jelly Junction Mint Patties 200g,Product,Jelly Junction,1,"POLYGON ((0.035 1.5, 0.165 1.5, 0.165 1.67, 0.035 1.67, 0.035 1.5))",2,4500
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,ChocOro Party Mix 1kg,Product,ChocOro,1,"POLYGON ((0.177 1.5, 0.397 1.5, 0.397 1.78, 0.177 1.78, 0.177 1.5))",2,3900
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,ChocOro Milk Choc Block 180g,Product,ChocOro,2,"POLYGON ((0.409 1.5, 0.729 1.5, 0.729 1.7, 0.409 1.7, 0.409 1.5))",2,9000
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,FreshMart Essentials Mint Patties 200g,Product,FreshMart Essentials,2,"POLYGON ((0.741 1.5, 1.001 1.5, 1.001 1.67, 0.741 1.67, 0.741 1.5))",2,5200
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Jelly Junction Gummy Bears 220g,Product,Jelly Junction,3,"POLYGON ((1.013 1.5, 1.433 1.5, 1.433 1.69, 1.013 1.69, 1.013 1.5))",2,11400
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Shelf 4 - Bay 05,Shelf,,,"POLYGON ((0 1.86, 1.6 1.86, 1.6 1.9, 0 1.9, 0 1.86))",1,
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,FreshMart Essentials Dark Choc 70% 100g,Product,FreshMart Essentials,3,"POLYGON ((0.035 1.9, 0.485 1.9, 0.485 2.06, 0.035 2.06, 0.035 1.9))",2,12500
FreshMart Banksia Grove,Aisle 2 - Confectionery,Aisle 2,05,Jelly Junction Mint Patties 200g,Product,Jelly Junction,2,"POLYGON ((0.497 1.9, 0.757 1.9, 0.757 2.07, 0.497 2.07, 0.497 1.9))",2,5700
